@id,rdf:type,dcterms:title,dcterms:description,dcterms:publisher,dcterms:identifier,dcterms:isPartOf,dcat:landingPage,dcterms:subject,dcat:keyword,dcterms:spatial,dcterms:temporal,dcterms:language,dcterms:issued,dcterms:modified,dcterms:license,dcterms:accessRights,dcat:distribution,dcterms:accrualPeriodicity,dcat:inSeries,dcat:version,dcterms:isReferencedBy
dataset:data-worldbank-org/indicator/SE.PRM.CMPT.FE.ZS,dcat:Dataset,"Primary completion rate, female (% of relevant age group)",,agent:world-bank,https://api.worldbank.org/v2/en/indicator/SE.PRM.CMPT.ZS?downloadformat=csv,catalog:world-bank-data-catalogue,https://data.worldbank.org/indicator/SE.PRM.CMPT.FE.ZS,http://metadata.un.org/sdg/C040102,,Global,1972/2026,en,2026-02,,https://creativecommons.org/licenses/by/4.0/,,,http://purl.org/cld/freq/annual,,,
